cmpd,plate.384,row.384,column.384,available,plate.96,row.96,column.96
1500151,MS384011,H,20,,MS096022,D,9
1500607,MS384011,H,21,,MS096022,D,10
100096,MS384011,H,22,,MS096022,D,11
1500178,MS384011,I,3,,MS096021,E,2
1501183,MS384011,I,4,,MS096021,E,3
1500270,MS384011,I,5,,MS096021,E,4
1500704,MS384011,I,6,,MS096021,E,5
1500636,MS384011,I,7,,MS096021,E,6
1505324,MS384011,I,8,,MS096021,E,7
1500484,MS384011,I,9,,MS096021,E,8
1505811,MS384011,I,10,,MS096021,E,9
1504212,MS384011,I,11,,MS096021,E,10
1500391,MS384011,I,12,,MS096021,E,11
1500184,MS384011,I,13,,MS096022,E,2
1502110,MS384011,I,14,,MS096022,E,3
200846,MS384011,I,15,,MS096022,E,4
1505215,MS384011,I,16,,MS096022,E,5
330009,MS384011,I,17,,MS096022,E,6
1503639,MS384011,I,18,,MS096022,E,7
1500459,MS384011,I,19,,MS096022,E,8
1502150,MS384011,I,20,,MS096022,E,9
1500242,MS384011,I,21,,MS096022,E,10
1503913,MS384011,I,22,,MS096022,E,11
100034,MS384011,J,3,,MS096021,F,2
1400666,MS384011,J,4,,MS096021,F,3
1500873,MS384011,J,5,,MS096021,F,4
1505333,MS384011,J,6,,MS096021,F,5
1505304,MS384011,J,7,,MS096021,F,6
1505305,MS384011,J,8,,MS096021,F,7
330051,MS384011,J,9,,MS096021,F,8
1505309,MS384011,J,10,,MS096021,F,9
1505314,MS384011,J,11,,MS096021,F,10
1501184,MS384011,J,12,,MS096021,F,11
1500673,MS384011,J,13,,MS096022,F,2
1504168,MS384011,J,14,,MS096022,F,3
1500606,MS384011,J,15,,MS096022,F,4
1800005,MS384011,J,16,,MS096022,F,5
1500381,MS384011,J,17,,MS096022,F,6
1500629,MS384011,J,18,,MS096022,F,7
1504163,MS384011,J,19,,MS096022,F,8
1500599,MS384011,J,20,,MS096022,F,9
1503230,MS384011,J,21,,MS096022,F,10
1500649,MS384011,J,22,,MS096022,F,11
200412,MS384011,K,3,,MS096021,G,2
200343,MS384011,K,4,,MS096021,G,3
200061,MS384011,K,5,,MS096021,G,4
200183,MS384011,K,6,,MS096021,G,5
201133,MS384011,K,7,,MS096021,G,6
201083,MS384011,K,8,,MS096021,G,7
210072,MS384011,K,9,,MS096021,G,8
210599,MS384011,K,10,,MS096021,G,9
210205,MS384011,K,11,,MS096021,G,10
210220,MS384011,K,12,,MS096021,G,11
1500181,MS384011,K,13,,MS096022,G,2
1504161,MS384011,K,14,,MS096022,G,3
1500648,MS384011,K,15,,MS096022,G,4
1500274,MS384011,K,16,,MS096022,G,5
2300296,MS384011,K,17,,MS096022,G,6
310011,MS384011,K,18,,MS096022,G,7
1500588,MS384011,K,19,,MS096022,G,8
270029,MS384011,K,20,,MS096022,G,9
1500198,MS384011,K,21,,MS096022,G,10
1503922,MS384011,K,22,,MS096022,G,11
2300345,MS384011,L,3,,MS096021,H,2
270067,MS384011,L,4,,MS096021,H,3
1500164,MS384011,L,5,,MS096021,H,4
1503041,MS384011,L,6,,MS096021,H,5
1500213,MS384011,L,7,,MS096021,H,6
330082,MS384011,L,8,,MS096021,H,7
1502245,MS384011,L,9,,MS096021,H,8
1500412,MS384011,L,10,,MS096021,H,9
1500173,MS384011,L,11,,MS096021,H,10
100537,MS384011,L,12,,MS096021,H,11
1503007,MS384011,L,13,,MS096022,H,2
1500589,MS384011,L,14,,MS096022,H,3
1503219,MS384011,L,15,,MS096022,H,4
1500162,MS384011,L,16,,MS096022,H,5
1504081,MS384011,L,17,,MS096022,H,6
107093,MS384011,L,18,,MS096022,H,7
201345,MS384011,L,19,,MS096022,H,8
300536,MS384011,L,20,,MS096022,H,9
201538,MS384011,L,21,,MS096022,H,10
100286,MS384011,L,22,,MS096022,H,11
DMSO,MS384011,D,3,,NA,NA,NA
DMSO,MS384011,D,8,,NA,NA,NA
DMSO,MS384011,D,13,,NA,NA,NA
DMSO,MS384011,D,18,,NA,NA,NA
DMSO,MS384011,D,22,,NA,NA,NA
DMSO,MS384011,M,3,,NA,NA,NA
DMSO,MS384011,M,8,,NA,NA,NA
DMSO,MS384011,M,13,,NA,NA,NA
DMSO,MS384011,M,18,,NA,NA,NA
DMSO,MS384011,M,22,,NA,NA,NA
1502249,MS384012,E,3,,MS096023,A,2
1504218,MS384012,E,4,x,MS096023,A,3
1500418,MS384012,E,5,,MS096023,A,4
1500437,MS384012,E,6,,MS096023,A,5
1500359,MS384012,E,7,,MS096023,A,6
1500436,MS384012,E,8,,MS096023,A,7
1500312,MS384012,E,9,,MS096023,A,8
1500360,MS384012,E,10,,MS096023,A,9
1500414,MS384012,E,11,,MS096023,A,10
1500433,MS384012,E,12,,MS096023,A,11
1500302,MS384012,E,13,,MS096024,A,2
1501157,MS384012,E,14,,MS096024,A,3
1500285,MS384012,E,15,,MS096024,A,4
1501004,MS384012,E,16,,MS096024,A,5
1500445,MS384012,E,17,,MS096024,A,6
1500460,MS384012,E,18,,MS096024,A,7
1500334,MS384012,E,19,,MS096024,A,8
1500350,MS384012,E,20,,MS096024,A,9
1500286,MS384012,E,21,x,MS096024,A,10
1500303,MS384012,E,22,,MS096024,A,11
1502260,MS384012,F,3,,MS096023,B,2
1500358,MS384012,F,4,,MS096023,B,3
1500313,MS384012,F,5,,MS096023,B,4
1500415,MS384012,F,6,,MS096023,B,5
1500161,MS384012,F,7,,MS096023,B,6
1500419,MS384012,F,8,,MS096023,B,7
1500431,MS384012,F,9,,MS096023,B,8
1500411,MS384012,F,10,,MS096023,B,9
1500377,MS384012,F,11,,MS096023,B,10
1503118,MS384012,F,12,,MS096023,B,11
1500241,MS384012,F,13,,MS096024,B,2
1500259,MS384012,F,14,,MS096024,B,3
1500284,MS384012,F,15,,MS096024,B,4
1500299,MS384012,F,16,,MS096024,B,5
1500999,MS384012,F,17,,MS096024,B,6
1501175,MS384012,F,18,,MS096024,B,7
1500231,MS384012,F,19,,MS096024,B,8
1500255,MS384012,F,20,,MS096024,B,9
1500332,MS384012,F,21,,MS096024,B,10
1500349,MS384012,F,22,,MS096024,B,11
1505213,MS384012,G,3,,MS096023,C,2
1500403,MS384012,G,4,,MS096023,C,3
1500365,MS384012,G,5,,MS096023,C,4
1500424,MS384012,G,6,,MS096023,C,5
1500422,MS384012,G,7,,MS096023,C,6
1502172,MS384012,G,8,,MS096023,C,7
1502004,MS384012,G,9,,MS096023,C,8
1503142,MS384012,G,10,,MS096023,C,9
1505810,MS384012,G,11,,MS096023,C,10
1500356,MS384012,G,12,,MS096023,C,11
1500238,MS384012,G,13,,MS096024,C,2
1500258,MS384012,G,14,,MS096024,C,3
1500279,MS384012,G,15,,MS096024,C,4
1500293,MS384012,G,16,,MS096024,C,5
1500233,MS384012,G,17,,MS096024,C,6
1501145,MS384012,G,18,,MS096024,C,7
1500443,MS384012,G,19,,MS096024,C,8
1500457,MS384012,G,20,,MS096024,C,9
1500330,MS384012,G,21,,MS096024,C,10
1500348,MS384012,G,22,,MS096024,C,11
1500357,MS384012,H,3,,MS096023,D,2
1500425,MS384012,H,4,,MS096023,D,3
1500383,MS384012,H,5,,MS096023,D,4
1500353,MS384012,H,6,,MS096023,D,5
310006,MS384012,H,7,,MS096023,D,6
1502014,MS384012,H,8,,MS096023,D,7
1504115,MS384012,H,9,,MS096023,D,8
1504156,MS384012,H,10,,MS096023,D,9
1504167,MS384012,H,11,,MS096023,D,10
310040,MS384012,H,12,,MS096023,D,11
1500261,MS384012,H,13,,MS096024,D,2
1500251,MS384012,H,14,,MS096024,D,3
1500263,MS384012,H,15,,MS096024,D,4
1500292,MS384012,H,16,,MS096024,D,5
1500295,MS384012,H,17,,MS096024,D,6
1501009,MS384012,H,18,,MS096024,D,7
1500442,MS384012,H,19,,MS096024,D,8
1500453,MS384012,H,20,,MS096024,D,9
1500477,MS384012,H,21,,MS096024,D,10
1500345,MS384012,H,22,,MS096024,D,11
1504164,MS384012,I,3,,MS096023,E,2
1504160,MS384012,I,4,x,MS096023,E,3
1504158,MS384012,I,5,,MS096023,E,4
1504178,MS384012,I,6,,MS096023,E,5
1500275,MS384012,I,7,,MS096023,E,6
100056,MS384012,I,8,,MS096023,E,7
1504162,MS384012,I,9,,MS096023,E,8
1500119,MS384012,I,10,,MS096023,E,9
100580,MS384012,I,11,,MS096023,E,10
1500709,MS384012,I,12,,MS096023,E,11
1500236,MS384012,I,13,,MS096024,E,2
1500249,MS384012,I,14,,MS096024,E,3
1500283,MS384012,I,15,,MS096024,E,4
1500291,MS384012,I,16,,MS096024,E,5
1500310,MS384012,I,17,,MS096024,E,6
1501026,MS384012,I,18,,MS096024,E,7
1500441,MS384012,I,19,,MS096024,E,8
1500451,MS384012,I,20,,MS096024,E,9
1500476,MS384012,I,21,,MS096024,E,10
1500341,MS384012,I,22,,MS096024,E,11
300047,MS384012,J,3,,MS096023,F,2
1504216,MS384012,J,4,,MS096023,F,3
100567,MS384012,J,5,,MS096023,F,4
1401419,MS384012,J,6,,MS096023,F,5
1600300,MS384012,J,7,,MS096023,F,6
211307,MS384012,J,8,,MS096023,F,7
100290,MS384012,J,9,,MS096023,F,8
100659,MS384012,J,10,,MS096023,F,9
1502015,MS384012,J,11,,MS096023,F,10
300563,MS384012,J,12,,MS096023,F,11
1500235,MS384012,J,13,,MS096024,F,2
1500245,MS384012,J,14,,MS096024,F,3
1500268,MS384012,J,15,,MS096024,F,4
1500288,MS384012,J,16,,MS096024,F,5
1500309,MS384012,J,17,,MS096024,F,6
240736,MS384012,J,18,,MS096024,F,7
1500440,MS384012,J,19,,MS096024,F,8
1500450,MS384012,J,20,,MS096024,F,9
1500472,MS384012,J,21,,MS096024,F,10
1500340,MS384012,J,22,,MS096024,F,11
200413,MS384012,K,3,x,MS096023,G,2
1500684,MS384012,K,4,,MS096023,G,3
210235,MS384012,K,5,,MS096023,G,4
310039,MS384012,K,6,,MS096023,G,5
1500351,MS384012,K,7,,MS096023,G,6
240958,MS384012,K,8,,MS096023,G,7
100489,MS384012,K,9,,MS096023,G,8
1500550,MS384012,K,10,,MS096023,G,9
1501015,MS384012,K,11,,MS096023,G,10
211118,MS384012,K,12,,MS096023,G,11
1500462,MS384012,K,13,,MS096024,G,2
1500335,MS384012,K,14,,MS096024,G,3
1501003,MS384012,K,15,,MS096024,G,4
1500447,MS384012,K,16,,MS096024,G,5
1500308,MS384012,K,17,,MS096024,G,6
1502198,MS384012,K,18,,MS096024,G,7
1500439,MS384012,K,19,,MS096024,G,8
1500448,MS384012,K,20,,MS096024,G,9
1500464,MS384012,K,21,,MS096024,G,10
1500338,MS384012,K,22,,MS096024,G,11
210752,MS384012,L,3,,MS096023,H,2
1504213,MS384012,L,4,,MS096023,H,3
1505218,MS384012,L,5,,MS096023,H,4
1504165,MS384012,L,6,,MS096023,H,5
211227,MS384012,L,7,,MS096023,H,6
100646,MS384012,L,8,,MS096023,H,7
300146,MS384012,L,9,,MS096023,H,8
300050,MS384012,L,10,,MS096023,H,9
201580,MS384012,L,11,,MS096023,H,10
1500833,MS384012,L,12,,MS096023,H,11
1501154,MS384012,L,13,,MS096024,H,2
231017,MS384012,L,14,,MS096024,H,3
300147,MS384012,L,15,,MS096024,H,4
1503641,MS384012,L,16,,MS096024,H,5
1504235,MS384012,L,17,,MS096024,H,6
1502001,MS384012,L,18,,MS096024,H,7
1502232,MS384012,L,19,x,MS096024,H,8
300038,MS384012,L,20,,MS096024,H,9
1505211,MS384012,L,21,,MS096024,H,10
1501182,MS384012,L,22,,MS096024,H,11
DMSO,MS384012,D,3,,NA,NA,NA
DMSO,MS384012,D,8,,NA,NA,NA
DMSO,MS384012,D,13,,NA,NA,NA
DMSO,MS384012,D,18,,NA,NA,NA
DMSO,MS384012,D,22,,NA,NA,NA
DMSO,MS384012,M,3,,NA,NA,NA
DMSO,MS384012,M,8,,NA,NA,NA
DMSO,MS384012,M,13,,NA,NA,NA
DMSO,MS384012,M,18,,NA,NA,NA
DMSO,MS384012,M,22,,NA,NA,NA
1500201,MS384013,E,3,,MS096025,A,2
1500222,MS384013,E,4,,MS096025,A,3
1500210,MS384013,E,5,,MS096025,A,4
1503432,MS384013,E,6,,MS096025,A,5
1501174,MS384013,E,7,,MS096025,A,6
1500771,MS384013,E,8,,MS096025,A,7
1500604,MS384013,E,9,,MS096025,A,8
1503908,MS384013,E,10,x,MS096025,A,9
1505297,MS384013,E,11,,MS096025,A,10
2300347,MS384013,E,12,,MS096025,A,11
1502178,MS384013,F,3,,MS096025,B,2
270083,MS384013,F,4,,MS096025,B,3
1503420,MS384013,F,5,,MS096025,B,4
1500218,MS384013,F,6,,MS096025,B,5
1502247,MS384013,F,7,,MS096025,B,6
1500605,MS384013,F,8,,MS096025,B,7
1503203,MS384013,F,9,,MS096025,B,8
1500594,MS384013,F,10,,MS096025,B,9
1500707,MS384013,F,11,,MS096025,B,10
1503951,MS384013,F,12,,MS096025,B,11
1500592,MS384013,G,3,,MS096025,C,2
1500600,MS384013,G,4,,MS096025,C,3
1503429,MS384013,G,5,,MS096025,C,4
1505339,MS384013,G,6,,MS096025,C,5
1500500,MS384013,G,7,,MS096025,C,6
1500509,MS384013,G,8,,MS096025,C,7
241150,MS384013,G,9,,MS096025,C,8
1502233,MS384013,G,10,,MS096025,C,9
1502010,MS384013,G,11,,MS096025,C,10
2300259,MS384013,G,12,,MS096025,C,11
1500394,MS384013,H,3,,MS096025,D,2
1500591,MS384013,H,4,,MS096025,D,3
1505338,MS384013,H,5,,MS096025,D,4
1505255,MS384013,H,6,,MS096025,D,5
1505249,MS384013,H,7,,MS096025,D,6
1505322,MS384013,H,8,,MS096025,D,7
1505293,MS384013,H,9,,MS096025,D,8
1500553,MS384013,H,10,,MS096025,D,9
1500568,MS384013,H,11,,MS096025,D,10
1503017,MS384013,H,12,,MS096025,D,11
1503121,MS384013,I,3,,MS096025,E,2
1503134,MS384013,I,4,,MS096025,E,3
1503245,MS384013,I,5,,MS096025,E,4
1500646,MS384013,I,6,,MS096025,E,5
1500761,MS384013,I,7,,MS096025,E,6
1503228,MS384013,I,8,,MS096025,E,7
1503419,MS384013,I,9,,MS096025,E,8
1503240,MS384013,I,10,,MS096025,E,9
1503242,MS384013,I,11,,MS096025,E,10
1500225,MS384013,I,12,,MS096025,E,11
1503136,MS384013,J,3,,MS096025,F,2
201320,MS384013,J,4,,MS096025,F,3
1501194,MS384013,J,5,,MS096025,F,4
1503341,MS384013,J,6,,MS096025,F,5
1503045,MS384013,J,7,,MS096025,F,6
1503243,MS384013,J,8,,MS096025,F,7
1500992,MS384013,J,9,,MS096025,F,8
2300137,MS384013,J,10,,MS096025,F,9
1500767,MS384013,J,11,,MS096025,F,10
1504151,MS384013,J,12,,MS096025,F,11
1500668,MS384013,K,3,,MS096025,G,2
1502175,MS384013,K,4,,MS096025,G,3
1502143,MS384013,K,5,,MS096025,G,4
1500211,MS384013,K,6,,MS096025,G,5
1500188,MS384013,K,7,,MS096025,G,6
1503209,MS384013,K,8,,MS096025,G,7
1504206,MS384013,K,9,,MS096025,G,8
1500141,MS384013,K,10,,MS096025,G,9
1500670,MS384013,K,11,,MS096025,G,10
1500136,MS384013,K,12,,MS096025,G,11
1503100,MS384013,L,3,,MS096025,H,2
1503500,MS384013,L,4,,MS096025,H,3
1500598,MS384013,L,5,,MS096025,H,4
1502255,MS384013,L,6,,MS096025,H,5
1500623,MS384013,L,7,,MS096025,H,6
1504200,MS384013,L,8,,MS096025,H,7
1500595,MS384013,L,9,,MS096025,H,8
1500444,MS384013,L,10,,MS096025,H,9
212061,MS384013,L,11,,MS096025,H,10
1500220,MS384013,L,12,,MS096025,H,11
unknown1,MS384013,E,13,x,NA,NA,NA
unknown2,MS384013,E,14,,NA,NA,NA
unknown3,MS384013,F,13,,NA,NA,NA
unknown4,MS384013,F,14,,NA,NA,NA
unknown5,MS384013,G,13,,NA,NA,NA
unknown6,MS384013,G,14,,NA,NA,NA
unknown7,MS384013,H,13,,NA,NA,NA
unknown8,MS384013,H,14,,NA,NA,NA
unknown9,MS384013,I,13,,NA,NA,NA
unknown10,MS384013,I,14,,NA,NA,NA
unknown11,MS384013,J,13,,NA,NA,NA
unknown12,MS384013,J,14,,NA,NA,NA
unknown13,MS384013,K,13,,NA,NA,NA
unknown14,MS384013,K,14,,NA,NA,NA
unknown15,MS384013,L,13,,NA,NA,NA
unknown16,MS384013,L,14,,NA,NA,NA
DMSO,MS384013,D,3,,NA,NA,NA
DMSO,MS384013,D,8,,NA,NA,NA
DMSO,MS384013,D,13,,NA,NA,NA
DMSO,MS384013,D,18,,NA,NA,NA
DMSO,MS384013,D,22,,NA,NA,NA
DMSO,MS384013,M,3,,NA,NA,NA
DMSO,MS384013,M,8,,NA,NA,NA
DMSO,MS384013,M,13,,NA,NA,NA
DMSO,MS384013,M,18,,NA,NA,NA
DMSO,MS384013,M,22,,NA,NA,NA
